Customer_ID,Customer_Name,Country,Year,Product_Category,Sub-Category,Profit
CA-12265,Christina Anderson,United States,2017,Office Supplies,Binders,-2.97
SF-20965,Sylvia Foulston,United States,2015,Office Supplies,Binders,-10.21
SC-20725,Steven Cartwright,United States,2015,Office Supplies,Binders,-3.43
NW-18400,Natalie Webber,United States,2015,Office Supplies,Paper,9.33
EP-13915,Emily Phan,United States,2017,Office Supplies,Paper,15.55
DK-13090,Dave Kipp,United States,2015,Office Supplies,Storage,8.33
JM-16195,Justin MacKendrick,United States,2014,Office Supplies,Appliances,8.96
TB-21250,Tim Brockman,United States,2017,Office Supplies,Binders,-6.63
CW-11905,Carl Weiss,United States,2014,Office Supplies,Art,6.16
RB-19435,Richard Bierner,United States,2014,Technology,Accessories,43.60
MM-17920,Michael Moore,United States,2014,Office Supplies,Binders,-2.52
DK-12835,Damala Kotsonis,United States,2015,Office Supplies,Envelopes,7.08
MK-17905,Michael Kennedy,United States,2016,Office Supplies,Art,0.42
EH-13765,Edward Hooks,United States,2016,Office Supplies,Supplies,15.37
MH-17290,Marc Harrigan,United States,2016,Furniture,Bookcases,35.25
JL-15130,Jack Lebron,United States,2017,Furniture,Tables,-249.32
JS-15940,Joni Sundaresam,United States,2016,Office Supplies,Storage,-23.36
HP-14815,Harold Pawlan,United States,2017,Technology,Accessories,12.00
RB-19435,Richard Bierner,United States,2014,Furniture,Chairs,54.40
DR-12880,Dan Reichenbach,United States,2017,Technology,Copiers,329.99
BE-11455,Brad Eason,United States,2016,Office Supplies,Art,26.99
KB-16600,Ken Brennan,United States,2014,Office Supplies,Art,2.85
SB-20185,Sarah Brown,United States,2015,Office Supplies,Labels,3.80
DL-13330,Denise Leinenbach,United States,2014,Office Supplies,Supplies,0.35
HA-14920,Helen Andreada,United States,2014,Office Supplies,Storage,8.00
SS-20140,Saphhira Shifley,United States,2017,Office Supplies,Storage,9.00
IL-15100,Ivan Liston,United States,2015,Office Supplies,Storage,239.00
CT-11995,Carol Triggs,United States,2016,Office Supplies,Appliances,-153.00
BD-11605,Brian Dahlen,United States,2015,Technology,Accessories,10.20
RC-19960,Ryan Crowe,United States,2014,Office Supplies,Envelopes,1.65
MC-18100,Mick Crebagga,United States,2017,Office Supplies,Paper,7.26
LW-16825,Laurel Workman,United States,2014,Technology,Phones,71.99
NK-18490,Neil Knudson,United States,2017,Office Supplies,Paper,15.23
CM-12385,Christopher Martinez,United States,2017,Office Supplies,Binders,682.52
KB-16405,Kat rina Bavinger,United States,2017,Furniture,Chairs,-8.08
ZC-21910,Zuschuss Carroll,United States,2015,Furniture,Tables,-97.74
MP-17965,Michael Paige,United States,2015,Technology,Accessories,8.28
RD-19660,Robert Dilbeck,United States,2016,Office Supplies,Labels,5.37
TC-21295,Toby Carlisle,United States,2017,Furniture,Furnishings,49.80
TS-21505,NA,United States,2017,Office Supplies,Binders,3.53
GZ-14470,Gary Zandusky,United States,2016,Office Supplies,Appliances,297.64
LB-16795,Laurel Beltran,United States,2016,Office Supplies,Binders,-6.92
RC-19825,Roy Collins,United States,2016,Furniture,Tables,-15.58
RD-19720,Roger Demir,United States,2016,Technology,Accessories,2.04
AP-10720,Anne Pryor,United States,2016,Technology,Phones,27.20
SF-20065,Sandra Flanagan,United States,2015,Office Supplies,Art,1.48
DV-13045,Darrin Van Huff,United States,2017,Furniture,Tables,-420.00
KB-16405,Kat rina Bavinger,United States,2017,Furniture,Chairs,14.12
DV-13465,Dianna Vittorini,United States,2015,Office Supplies,Storage,4.89
KD-16495,Keith Dawkins,United States,2015,Technology,Phones,142.99
SK-19990,Sally Knutson,United States,2017,Technology,Phones,94.49
KH-16510,Keith Herrera,United States,2014,Technology,Accessories,34.99
CM-12445,Chuck Magee,United States,2016,Furniture,Chairs,-14.58
SJ-20215,Sarah Jordon,United States,2017,Office Supplies,Storage,-0.84
CS-12250,Chris Selesnick,United States,2016,Office Supplies,Binders,2.81
TB-21400,Tom Boeckenhauer,United States,2017,Furniture,Bookcases,41.86
DP-13000,Darren Powers,United States,2015,Office Supplies,Binders,17.96
GB-14530,Ge orge Bell,United States,2015,Furniture,Furnishings,4.00
SM-20950,Suzanne McNair,United States,2017,Office Supplies,Binders,331.19
KT-16480,Kean Thornton,United States,2014,Furniture,Tables,-130.01
PC-18745,Pamela Coakley,United States,2017,Office Supplies,Binders,-0.99
SM-20950,Suzanne McNair,United States,2016,Office Supplies,Paper,48.54
FM-14215,Filia McAdams,United States,2017,Furniture,Furnishings,38.21
SF-20065,Sandra Flanagan,United States,2015,Office Supplies,Art,4.50
HG-14965,Henry Goldwyn,United States,2015,Office Supplies,Appliances,15.25
DB-12910,Daniel Byrd,United States,2016,Furniture,Furnishings,-12.01
MC-18130,Mike Caudle,United States,2015,Office Supplies,Paper,5.86
SB-20170,Sarah Bern,United States,2017,Office Supplies,Storage,17.75
CC-12475,Cindy Chapman,United States,2016,Office Supplies,Binders,15.95
CB-12415,Christy Brittain,United States,2016,Office Supplies,Appliances,18.40
LC-16960,Lindsay Castell,United States,2015,Office Supplies,Binders,3.81
LE-16810,Laurel Elliston,United States,2017,Furniture,Chairs,-54.60
ME-17320,Maria Etezadi,United States,2017,Office Supplies,Storage,16.73
JP-15460,Jennifer Patt,United States,2017,Office Supplies,Paper,29.36
TC-21145,Theresa Coyne,United States,2017,Furniture,Chairs,143.63
KF-16285,Karen Ferguson,United States,2017,Furniture,Chairs,256.78
TC-21475,Tony Chapman,United States,2015,Office Supplies,Appliances,3.27
JC-15340,Jasper Cacioppo,United States,2016,Office Supplies,Art,3.25
TC-21475,Tony Chapman,United States,2015,Office Supplies,Supplies,0.73
WB-21850,William Brown,United States,2016,Office Supplies,Storage,2.01
JG-15310,Jason Gross,United States,2016,Office Supplies,Paper,15.51
AS-10090,Adam Shillingsburg,United States,2017,Technology,Accessories,19.79
TP-21130,Theone Pippenger,United States,2015,Office Supplies,Binders,-4.49
CR-12580,Clay Rozendal,United States,2016,Office Supplies,Supplies,7.61
AR-10825,Anthony Rawles,United States,2017,Technology,Phones,121.96
NP-18685,Nora Pelletier,United States,2016,Office Supplies,Binders,6.42
SP-20860,Sung Pak,United States,2015,Office Supplies,Storage,2.25
GZ-14545,George Zrebassa,United States,2017,Office Supplies,Art,4.12
KW-16435,Kat rina Willman,United States,2017,Office Supplies,Art,1.45
BF-11170,Ben Ferrer,United States,2016,Technology,Phones,4.14
BF-10975,Barbara Fisher,United States,2015,Furniture,Furnishings,0.74
GK-14620,Grace Kelly,United States,2017,Office Supplies,Labels,3.45
HJ-14875,Heather Jas,United States,2017,Office Supplies,Storage,13.97
QJ-19255,Quincy Jones,United States,2014,Office Supplies,Appliances,12.38
DL-13495,Dionis Lloyd,United States,2015,Office Supplies,Paper,8.50
AG-10270,Alejandro Grove,United States,2016,Office Supplies,Appliances,136.08
HA-14920,Helen Andreada,United States,2016,Technology,Accessories,24.00
RF-19840,Roy Franzsisch,United States,2015,Office Supplies,Supplies,0.06
CS-11950,Carlos Soltero,United States,2017,Furniture,Furnishings,-5.71
MP-18175,Mike Pelletier,United States,2015,Office Supplies,Binders,-10.38
MD-17860,Michael Dominguez,United States,2014,Office Supplies,Art,1.44
GT-14755,Guy Thornton,United States,2016,Office Supplies,Fasteners,0.08
ML-17755,Max Ludwig,United States,2017,Technology,Accessories,76.64
CM-12160,Charles McCrossin,United States,2017,Technology,Accessories,7.65
LA-16780,Laura Armstrong,United States,2014,Office Supplies,Storage,-1.25
KM-16375,Katherine Murray,United States,2017,Office Supplies,Storage,-6.40
AP-10915,Arthur Prichep,United States,2014,Technology,Machines,223.05
SA-20830,Sue Ann Reed,United States,2017,Office Supplies,Binders,-13.36
BD-11605,Brian Dahlen,United States,2016,Office Supplies,Envelopes,28.76
AG-10495,Andrew Gjertsen,United States,2015,Office Supplies,Paper,3.63
LA-16780,Laura Armstrong,United States,2014,Office Supplies,Labels,7.06
CJ-12010,Caroline Jumper,United States,2017,Furniture,Bookcases,-30.10
BS-11380,Bil Stewart,United States,2017,Office Supplies,Storage,12.86
KD-16495,Keith Dawkins,United States,2016,Office Supplies,Appliances,26.87
AB-10015,Aaron Bergman,United States,2016,Furniture,Bookcases,54.71
LW-16825,Laurel Workman,United States,2014,Office Supplies,Paper,12.31
LH-16900,Lena Hernandez,United States,2014,Furniture,Bookcases,172.48
EB-13750,Edward Becker,United States,2016,Office Supplies,Binders,17.19
PB-18805,Patrick Bzostek,United States,2017,Office Supplies,Binders,3.02
DB-13615,Doug Bickford,United States,2014,Office Supplies,Binders,13.49
AB-10105,Adrian Barton,United States,2015,Office Supplies,Storage,-16.96
SZ-20035,Sam Zeldin,United States,2014,Office Supplies,Binders,18.87
MM-17920,Michael Moore,United States,2014,Office Supplies,Paper,13.09
DK-12835,Damala Kotsonis,United States,2016,Office Supplies,Envelopes,197.35
SJ-20215,Sarah Jordon,United States,2017,Office Supplies,Binders,-11.19
JB-16045,Julia Barnett,United States,2016,Office Supplies,Binders,-1.50
AA-10375,Allen Armold,United States,2016,Office Supplies,Paper,2.38
JH-15985,Joseph Holt,United States,2016,Office Supplies,Paper,46.12
PO-18850,Patrick OBrill,United States,2016,Office Supplies,Binders,-27.69
CC-12220,Chris Cortes,United States,2017,Furniture,Furnishings,23.79
DS-13180,David Smith,United States,2016,Office Supplies,Fasteners,2.69
MO-17500,Mary ORourke,United States,2014,Office Supplies,Binders,6.04
CS-11950,Carlos Soltero,United States,2016,Office Supplies,Binders,-83.21
HE-14800,Harold Engle,United States,2017,Furniture,Furnishings,22.99
ND-18370,Natalie DeCherney,United States,2014,Furniture,Chairs,87.35
AG-10900,Arthur Gainer,United States,2015,Furniture,Chairs,-12.15
AR-10825,Anthony Rawles,United States,2017,Office Supplies,Art,1.69
JG-15805,John Grady,United States,2017,Office Supplies,Art,5.21
LH-16900,Lena Hernandez,United States,2016,Technology,Accessories,4.00
ZD-21925,Zuschuss Donatelli,United States,2016,Furniture,Furnishings,22.05
MG-18205,Mitch Gastineau,United States,2017,Furniture,Furnishings,1.85
AB-10060,Adam Bellavance,United States,2017,Office Supplies,Paper,7.26
EB-13930,Eric Barreto,United States,2016,Office Supplies,Storage,26.07
JA-15970,Joseph Airdo,United States,2017,Office Supplies,Paper,5.64
JB-15925,Joni Blumstein,United States,2015,Technology,Accessories,6.43
LW-17215,Luke Weiss,United States,2016,Office Supplies,Binders,89.95
RB-19435,Richard Bierner,United States,2014,Technology,Phones,47.24
DM-12955,Dario Medina,United States,2015,Office Supplies,Art,7.54
JK-16090,Juliana Krohn,United States,2017,Office Supplies,Supplies,4.40
DW-13480,Dianna Wilson,United States,2014,Office Supplies,Storage,41.68
SH-20395,ShahiHopkins,United States,2017,Office Supplies,Labels,42.13
KL-16555,Kelly Lampkin,United States,2017,Technology,Phones,119.00
KL-16645,Ken Lonsdale,United States,2016,Furniture,Furnishings,30.02
RM-19675,Robert Marley,United States,2014,Office Supplies,Paper,5.23
CS-12250,Chris Selesnick,United States,2015,Office Supplies,Binders,33.64
TB-21055,Ted Butterfield,United States,2016,Office Supplies,Paper,15.55
TC-20980,Tamara Chand,United States,2014,Office Supplies,Paper,11.72
JF-15295,Jason Fortune,United States,2016,Office Supplies,Binders,13.73
EB-13750,Edward Becker,United States,2016,Technology,Accessories,26.88
HK-14890,Heather Kirkland,United States,2015,Furniture,Chairs,75.69
LL-16840,Lauren Leatherbury,United States,2015,Office Supplies,Art,3.06
DL-13330,Denise Leinenbach,United States,2015,Technology,Accessories,165.29
VD-21670,Valerie Dominguez,United States,2015,Technology,Phones,1.29
KM-16375,Katherine Murray,United States,2014,Technology,Accessories,742.63
TB-21055,Ted Butterfield,United States,2017,Office Supplies,Paper,37.56
JL-15835,John Lee,United States,2017,Office Supplies,Art,2.98
AA-10375,Allen Armold,United States,2017,Office Supplies,Paper,18.78
BP-11155,Becky Pak,United States,2016,Office Supplies,Binders,3.74
MD-17350,Maribeth Dona,United States,2014,Technology,Accessories,16.79
JM-15535,Jessica Myrick,United States,2014,Technology,Accessories,53.55
GA-14515,George Ashbrook,United States,2016,Technology,Phones,49.32
TB-21250,Tim Brockman,United States,2014,Technology,Accessories,-18.19
TP-21130,Theone Pippenger,United States,2015,Office Supplies,Appliances,2.64
RF-19735,Roland Fjeld,United States,2015,Office Supplies,Labels,10.31
MM-17920,Michael Moore,United States,2015,Furniture,Tables,-373.30
JP-16135,Julie Prescott,United States,2016,Technology,Accessories,14.40
JL-15235,Janet Lee,United States,2014,Office Supplies,Appliances,-166.32
MY-18295,Muhammed YeDwab,United States,2016,Furniture,Bookcases,-137.98
VM-21835,Vivian Mathis,United States,2016,Technology,Accessories,2.31
EH-13945,Eric Hoffmann,United States,2016,Furniture,Furnishings,-0.76
BO-11425,Bobby Odegard,United States,2017,Office Supplies,Binders,57.39
PP-18955,Paul Prost,United States,2017,Office Supplies,Binders,-11.42
JL-15835,John Lee,United States,2014,Office Supplies,Art,3.55
CG-12040,Catherine Glotzbach,United States,2015,Office Supplies,Paper,5.76
CS-12490,Cindy Schnelling,United States,2015,Technology,Phones,-21.42
CB-12025,Cassandra Brandow,United States,2017,Office Supplies,Appliances,113.85
LB-16795,Laurel Beltran,United States,2017,Office Supplies,Binders,46.23
MM-18055,Michelle Moray,United States,2017,Furniture,Tables,-566.56
JM-16195,Justin MacKendrick,United States,2017,Technology,Phones,47.46
KT-16480,Kean Thornton,United States,2014,Office Supplies,Art,9.36
MP-17470,Mark Packer,United States,2014,Office Supplies,Paper,5.88
AA-10375,Allen Armold,United States,2017,Office Supplies,Paper,8.07
PV-18985,PaulVan Hugh,United States,2017,Office Supplies,Storage,204.77
AY-10555,Andy Yotov,United States,2017,Furniture,Chairs,9.18
MC-17575,Matt Collins,United States,2017,Office Supplies,Storage,35.69
SF-20965,Sylvia Foulston,United States,2015,Office Supplies,Appliances,178.90
RO-19780,Rose OBrian,United States,2017,Technology,Phones,37.50
RF-19840,Roy Franzsisch,United States,2017,Office Supplies,Binders,-10.00
BF-11215,Benjamin Farhat,United States,2017,Technology,Accessories,88.00
PR-18880,Patrick Ryan,United States,2017,Office Supplies,Appliances,5404.00
FO-14305,Frank Olsen,United States,2014,Furniture,Tables,245.02
RB-19795,Ross Baird,United States,2016,Office Supplies,Paper,46.95
JJ-15445,Jennifer Jackson,United States,2015,Office Supplies,Fasteners,2.49
MP-18175,Mike Pelletier,United States,2014,Office Supplies,Storage,55.90
MP-18175,Mike Pelletier,United States,2017,Office Supplies,Binders,7.23
EH-14185,Evan Henry,United States,2014,Technology,Phones,12.59
LO-17170,Lori Olson,United States,2017,Furniture,Furnishings,-1.41
MP-17965,Michael Paige,United States,2015,Office Supplies,Binders,13.18
TD-20995,Tamara Dahlen,United States,2014,Office Supplies,Supplies,9.23
DK-13375,Dennis Kane,United States,2016,Technology,Accessories,36.28
NS-18640,Noel Staavos,United States,2015,Office Supplies,Binders,-29.24
RD-19900,Ruben Dartt,United States,2015,Furniture,Furnishings,7.89
AG-10495,Andrew Gjertsen,United States,2015,Office Supplies,Paper,54.22
DR-12880,Dan Reichenbach,United States,2017,Office Supplies,Supplies,8.24
KM-16660,Khloe Miller,United States,2017,Office Supplies,Paper,10.73
JE-15745,Joel Eaton,United States,2017,Office Supplies,Binders,318.30
NZ-18565,Nick Zandusky,United States,2015,Office Supplies,Paper,11.72
JO-15145,Jack OBriant,United States,2014,Office Supplies,Storage,19.47
RS-19765,Roland Schwarz,United States,2017,Office Supplies,Paper,100.43
NW-18400,Natalie Webber,United States,2015,Furniture,Furnishings,30.19
CB-12025,Cassandra Brandow,United States,2014,Office Supplies,Envelopes,2.48
JM-15535,Jessica Myrick,United States,2016,Furniture,Bookcases,24.24
NP-18325,NA,United States,2014,Technology,Accessories,52.49
TG-21640,Trudy Glocke,United States,2014,Furniture,Chairs,98.48
EM-14140,Eugene Moren,United States,2015,Technology,Phones,170.51
AY-10555,Andy Yotov,United States,2014,Office Supplies,Paper,9.33
JE-15610,Jim Epp,United States,2017,Technology,Phones,25.22
FM-14290,Frank Merwin,United States,2017,Technology,Accessories,1.02
KA-16525,Kelly Andreada,United States,2017,Office Supplies,Envelopes,78.94
PP-18955,Paul Prost,United States,2014,Technology,Accessories,52.49
SH-19975,NA,United States,2016,Office Supplies,Binders,16.82
TM-21010,Tamara Manning,United States,2015,Furniture,Bookcases,140.69
CK-12325,Christine Kargatis,United States,2016,Office Supplies,Fasteners,14.40
JL-15835,John Lee,United States,2016,Office Supplies,Binders,2.80
AA-10375,Allen Armold,United States,2017,Office Supplies,Paper,7.77
JH-16180,Justin Hirsh,United States,2016,Technology,Phones,-27.72
AR-10510,Andrew Roberts,United States,2014,Office Supplies,Art,2.38
AC-10450,Amy Cox,United States,2015,Technology,Accessories,-0.73
LS-17200,Luke Schmidt,United States,2016,Furniture,Furnishings,12.33
JH-15910,Jonathan Howell,United States,2015,Technology,Phones,4.20
GG-14650,Greg Guthrie,United States,2014,Office Supplies,Art,3.72
AC-10450,Amy Cox,United States,2017,Office Supplies,Supplies,33.31
SC-20380,ShahiCollister,United States,2014,Office Supplies,Storage,-22.67
HH-15010,Hilary Holden,United States,2014,Office Supplies,Paper,53.86
LS-16975,Lindsay Shagiari,United States,2015,Furniture,Tables,-103.27
AH-10075,Adam Hart,United States,2017,Furniture,Tables,-13.76
TT-21070,Ted Trevino,United States,2017,Office Supplies,Binders,190.02
CB-12025,Cassandra Brandow,United States,2015,Furniture,Tables,-118.13
AH-10690,Anna Hberlin,United States,2016,Technology,Phones,19.76
SC-20695,Steve Chapman,United States,2017,Office Supplies,Paper,83.28
AH-10690,Anna Hberlin,United States,2015,Office Supplies,Binders,-3.73
BW-11110,Bart Watters,United States,2016,Office Supplies,Paper,29.53
SZ-20035,Sam Zeldin,United States,2017,Technology,Phones,60.48
RB-19465,Rick Bensley,United States,2014,Office Supplies,Storage,5.76
RO-19780,Rose OBrian,United States,2015,Technology,Phones,50.44
AT-10735,Annie Thurman,United States,2017,Technology,Phones,6.00
EH-14125,Eugene Hildebrand,United States,2014,Technology,Phones,20.10
ZD-21925,Zuschuss Donatelli,United States,2016,Office Supplies,Paper,5.00
DB-13555,Dorothy Badders,United States,2017,Furniture,Bookcases,-119.19
SC-20095,Sanjit Chand,United States,2014,Office Supplies,Paper,15.55
DR-12880,Dan Reichenbach,United States,2017,Office Supplies,Binders,294.55
JE-15745,Joel Eaton,United States,2015,Furniture,Chairs,-350.49
SP-20620,Stefania Perrino,United States,2017,Technology,Accessories,64.67
KD-16495,Keith Dawkins,United States,2014,Office Supplies,Paper,3.74
HE-14800,Harold Engle,United States,2017,Office Supplies,Art,45.49
RA-19885,Ruben Ausman,United States,2014,Office Supplies,Appliances,290.30
JB-16000,Joy Bell,United States,2017,Office Supplies,Envelopes,8.22
MV-18190,Mike Vitt orini,United States,2014,Office Supplies,Storage,6.90
AS-10285,Alejandro Savely,United States,2016,Office Supplies,Binders,17.34
SC-20380,ShahiCollister,United States,2017,Furniture,Tables,-653.28
JB-16045,Julia Barnett,United States,2016,Technology,Phones,-71.99
JA-15970,Joseph Airdo,United States,2017,Technology,Phones,2.59
NM-18520,Neoma Murray,United States,2016,Office Supplies,Binders,5.70
DB-13405,Denny Blanton,United States,2015,Office Supplies,Binders,210.49
JP-16135,Julie Prescott,United States,2014,Office Supplies,Binders,6.92
DV-13465,Dianna Vittorini,United States,2015,Office Supplies,Supplies,16.12
BH-11710,Brosina Hoffman,United States,2017,Office Supplies,Binders,-4.58
TC-21535,Tracy Collins,United States,2017,Office Supplies,Binders,-2.61
KW-16570,Kelly Williams,United States,2015,Furniture,Furnishings,34.07
JK-15640,Jim Kriz,United States,2014,Office Supplies,Fasteners,0.11
BT-11680,Brian Thompson,United States,2015,Office Supplies,Art,32.54
DP-13165,David Philippe,United States,2014,Technology,Accessories,52.78
SO-20335,Sean ODonnell,United States,2017,Office Supplies,Paper,69.71
BP-11290,Beth Paige,United States,2016,Office Supplies,Labels,2.04
KH-16510,Keith Herrera,United States,2017,Technology,Accessories,-3.27
JD-15790,John Dryer,United States,2017,Office Supplies,Paper,3.74
MA-17995,Michelle Arnett,United States,2016,Office Supplies,Labels,24.84
MS-17365,Maribeth chnelling,United States,2015,Office Supplies,Appliances,-470.55
TT-21460,Tonja Turnell,United States,2017,Furniture,Chairs,240.29
JL-15850,John Lucas,United States,2015,Office Supplies,Binders,62.91
BF-10975,Barbara Fisher,United States,2014,Office Supplies,Labels,5.92
MR-17545,Mathew Reese,United States,2017,Technology,Phones,100.91
GH-14410,Gary Hansen,United States,2016,Office Supplies,Appliances,-166.39
RD-19480,Rick Duston,United States,2015,Technology,Phones,22.68
RP-19390,Resi Plking,United States,2015,Office Supplies,Paper,12.44
YC-21895,Yoseph Carroll,United States,2014,Furniture,Furnishings,14.93
CV-12805,Cynthia Voltz,United States,2017,Furniture,Furnishings,9.54
SV-20365,Seth Vernon,United States,2015,Technology,Phones,-36.25
AB-10060,Adam Bellavance,United States,2017,Office Supplies,Paper,2.03
JE-15745,Joel Eaton,United States,2015,Furniture,Furnishings,1.21
AS-10240,Alan Shonely,United States,2014,Office Supplies,Storage,17.85
KC-16540,Kelly Collister,United States,2016,Office Supplies,Binders,-3.90
HG-14965,Henry Goldwyn,United States,2016,Office Supplies,Binders,15.68
ZC-21910,Zuschuss Carroll,United States,2016,Office Supplies,Binders,-1850.95
MS-17980,Michael Stewart,United States,2015,Office Supplies,Paper,40.40
KN-16390,Katherine Nockton,United States,2015,Office Supplies,Labels,14.90
GT-14710,Greg Tran,United States,2014,Office Supplies,Appliances,56.20
BO-11350,Bil Overfelt,United States,2016,Office Supplies,Binders,5.00
GK-14620,Grace Kelly,United States,2014,Technology,Phones,19.80
CS-11860,Cari Schnelling,United States,2017,Office Supplies,Paper,9.19
HE-14800,Harold Engle,United States,2016,Office Supplies,Paper,52.82
WB-21850,William Brown,United States,2016,Office Supplies,Binders,68.12
HK-14890,Heather Kirkland,United States,2016,Office Supplies,Paper,17.82
SP-20650,Stephanie Phelps,United States,2016,Office Supplies,Appliances,48.33
SC-20725,Steven Cartwright,United States,2017,Office Supplies,Binders,3.95
JE-16165,Justin Ellison,United States,2017,Office Supplies,Binders,7.59
NP-18325,NA,United States,2014,Office Supplies,Storage,68.59
SP-20920,Susan Pistek,United States,2016,Office Supplies,Envelopes,2.88
LH-17155,Logan Haushalter,United States,2015,Office Supplies,Envelopes,87.74
JL-15175,James Lanier,United States,2017,Furniture,Chairs,105.30
TB-21355,Todd Boyes,United States,2017,Office Supplies,Paper,40.35
BD-11500,Bradley Drucker,United States,2014,Office Supplies,Paper,6.94
XP-21865,Xylona Preis,United States,2016,Furniture,Furnishings,41.04
MT-17815,Meg Tillman,United States,2016,Furniture,Tables,388.81
KN-16705,Kristina Nunn,United States,2017,Technology,Phones,11.43
KM-16720,Kunst Miller,United States,2016,Office Supplies,Binders,3.25
AB-10150,Aimee Bixby,United States,2017,Office Supplies,Art,8.67
LC-16885,Lena Creighton,United States,2016,Office Supplies,Art,3.46
ML-17755,Max Ludwig,United States,2017,Office Supplies,Paper,3.63
RP-19270,Rachel Payne,United States,2015,Office Supplies,Paper,6.22
CS-11950,Carlos Soltero,United States,2014,Furniture,Chairs,73.19
CC-12220,Chris Cortes,United States,2016,Office Supplies,Binders,6.03
CP-12085,Cathy Prescott,United States,2017,Office Supplies,Art,54.58
LS-17245,Lynn Smith,United States,2014,Office Supplies,Labels,44.71
GM-14500,Gene McClure,United States,2017,Office Supplies,Binders,77.71
MT-18070,Michelle Tran,United States,2014,Office Supplies,Binders,-4.36
JO-15145,Jack OBriant,United States,2017,Furniture,Tables,-14.99
HG-15025,Hunter Glantz,United States,2017,Office Supplies,Binders,4.85
RS-19765,Roland Schwarz,United States,2015,Office Supplies,Labels,4.27
AJ-10795,Anthony Johnson,United States,2017,Office Supplies,Storage,0.00
NC-18340,Nat Carroll,United States,2017,Office Supplies,Storage,162.09
KT-16465,Kean Takahito,United States,2014,Office Supplies,Paper,6.27
MM-17920,Michael Moore,United States,2016,Furniture,Tables,314.06
JC-15775,John Castell,United States,2017,Office Supplies,Paper,7.26
MY-18295,Muhammed YeDwab,United States,2014,Furniture,Chairs,-34.92
JR-16210,Justin Ritter,United States,2015,Technology,Accessories,152.39
JP-15460,Jennifer Patt,United States,2015,Office Supplies,Paper,45.53
BM-11785,Bryan Mills,United States,2015,Office Supplies,Binders,-22.45
TH-21100,Thea Hendricks,United States,2014,Office Supplies,Paper,40.17
RS-19765,Roland Schwarz,United States,2017,Office Supplies,Binders,-0.95
JL-15835,John Lee,United States,2017,Office Supplies,Art,2.13
BM-11785,Bryan Mills,United States,2016,Office Supplies,Labels,1.99
JP-15520,Jeremy Pistek,United States,2017,Office Supplies,Labels,28.09
GG-14650,Greg Guthrie,United States,2014,Technology,Accessories,47.86
CR-12625,Corey Roper,United States,2014,Office Supplies,Paper,9.53
LT-16765,Larry Tron,United States,2014,Office Supplies,Art,15.64
GM-14695,Greg Maxwell,United States,2014,Office Supplies,Art,7.58
PV-18985,PaulVan Hugh,United States,2016,Furniture,Furnishings,4.10
JF-15355,Jay Fein,United States,2015,Furniture,Chairs,16.80
WB-21850,William Brown,United States,2016,Office Supplies,Binders,2.13
AS-10285,Alejandro Savely,United States,2017,Technology,Accessories,23.26
NG-18355,Nat Gilpin,United States,2014,Office Supplies,Labels,96.34
CG-12040,Catherine Glotzbach,United States,2016,Office Supplies,Paper,15.21
GT-14710,Greg Tran,United States,2016,Furniture,Furnishings,14.67
BM-11785,Bryan Mills,United States,2016,Office Supplies,Supplies,0.86
DL-13495,Dionis Lloyd,United States,2016,Technology,Machines,62.82
DM-13345,Denise Monton,United States,2017,Office Supplies,Paper,40.44
CS-11950,Carlos Soltero,United States,2016,Technology,Phones,-60.84
CC-12100,Chad Cunningham,United States,2014,Furniture,Chairs,18.12
JD-16015,Joy Daniels,United States,2014,Technology,Accessories,-2.19
CS-11845,Cari Sayre,United States,2017,Office Supplies,Paper,82.29
IG-15085,Ivan Gibson,United States,2014,Office Supplies,Paper,27.88
CJ-12010,Caroline Jumper,United States,2017,Furniture,Tables,-458.15
RE-19405,Ricardo Emerson,United States,2014,Office Supplies,Appliances,6.05
ZC-21910,Zuschuss Carroll,United States,2016,Furniture,Furnishings,-3.84
DB-13120,David Bremer,United States,2017,Office Supplies,Binders,-1141.47
MT-17815,Meg Tillman,United States,2015,Office Supplies,Envelopes,2.48
JH-15985,Joseph Holt,United States,2016,Office Supplies,Binders,3.94
MC-17635,Matthew Clasen,United States,2017,Office Supplies,Paper,3.21
LB-16795,Laurel Beltran,United States,2017,Office Supplies,Storage,2.68
JC-15775,John Castell,United States,2014,Office Supplies,Binders,3.44
GG-14650,Greg Guthrie,United States,2014,Furniture,Chairs,-9.15
RD-19930,Russell DAscenzo,United States,2015,Technology,Phones,39.00
AH-10075,Adam Hart,United States,2017,Furniture,Tables,-127.58
Dp-13240,Dean perceR,United States,2017,Office Supplies,Binders,-26.25
RW-19540,Rick Wi lson,United States,2015,Office Supplies,Storage,-1.50
FH-14350,Fred Harton,United States,2015,Office Supplies,Appliances,6.72
CM-12385,Christopher Martinez,United States,2017,Office Supplies,Labels,4.00
KT-16465,Kean Takahito,United States,2016,Office Supplies,Binders,-5.00
JL-15835,John Lee,United States,2017,Office Supplies,Storage,39.00
TS-21085,Thais Sissman,United States,2017,Office Supplies,Binders,-1.97
SW-20755,Steven Ward,United States,2016,Office Supplies,Art,10.47
AA-10375,Allen Armold,United States,2015,Office Supplies,Art,0.59
LH-17020,Lisa Hazard,United States,2017,Office Supplies,Binders,-7.32
GG-14650,Greg Guthrie,United States,2017,Office Supplies,Paper,1.87
SW-20455,Shaun Weien,United States,2017,Office Supplies,Binders,17.62
